had_precipitation,days,avg_qty,avg_orders,avg_net_sales,avg_food_qty,avg_liquor_qty,avg_beer_qty
False,68,448.8235294117647,30.83823529411765,5012.892794117647,380.3382352941176,33.26470588235294,7.470588235294118
True,50,447.6,32.66,5083.0614000000005,378.62,35.76,6.48
